Division,District,Thana / Upazila,Market Classification,FMCG Trade Class,Primary Sector,Consumer Profile Tag,Likely Top FMCG Categories,Distribution Priority
Khulna,Jhenaidah,Shailkupa,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Khulna,Kushtia,Bheramara,Semi-Urban,Industrial GT,Industry,Industrial Worker / Blue-Collar,"Biscuits, noodles, low-cost beverages, soaps, mosquito coil",B
Khulna,Kushtia,Daulatpur,Urban,Industrial GT,Industry,Industrial Worker / Blue-Collar,"Biscuits, noodles, low-cost beverages, soaps, mosquito coil",B
Khulna,Kushtia,Khoksa,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Khulna,Kushtia,Kumarkhali,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Khulna,Kushtia,Kushtia Sadar,Semi-Urban,Mixed (GT+MT),Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Khulna,Kushtia,Mirpur,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Khulna,Meherpur,Gangni,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Khulna,Meherpur,Meherpur Sadar,Semi-Urban,General Trade,Agriculture,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Khulna,Meherpur,Mujib Nagar,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Khulna,Chuadanga,Alamdanga,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Khulna,Chuadanga,Chuadanga Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Khulna,Chuadanga,Damurhuda,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Khulna,Chuadanga,Jibannagar,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Sylhet,Sylhet,Balaganj,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Sylhet,Beanibazar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Sylhet,Sylhet,Bishwanath,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Sylhet,Companiganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Sylhet,Sylhet,Fenchuganj,Semi-Urban,Industrial GT,Industry,Industrial Worker / Blue-Collar,"Biscuits, noodles, low-cost beverages, soaps, mosquito coil",B
Sylhet,Sylhet,Golapganj,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Sylhet,Gowainghat,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Sylhet,Sylhet,Jaintiapur,Rural,Industrial GT,Industry,Industrial Worker / Blue-Collar,"Biscuits, noodles, low-cost beverages, soaps, mosquito coil",B
Sylhet,Sylhet,Kanaighat,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Sylhet,Osmani Nagar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Sylhet,Sylhet,Sylhet Sadar,Urban,Mixed (GT+MT),Services,Premium Urban Consumer,"Personal care, packaged food, beverages, household care",A
Sylhet,Sylhet,Zakiganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Sylhet,Sylhet,South Surma,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Sylhet,Moulvibazar,Barlekha,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Moulvibazar,Juri,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Moulvibazar,Kamalganj,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Moulvibazar,Kulaura,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Moulvibazar,Moulvibazar Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Sylhet,Moulvibazar,Rajnagar,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Moulvibazar,Sreemangal,Semi-Urban,General Trade,Agriculture,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Sylhet,Habiganj,Ajmiriganj,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Sylhet,Habiganj,Bahubal,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Habiganj,Baniachong,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Sylhet,Habiganj,Chunarughat,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Habiganj,Habiganj Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Sylhet,Habiganj,Lakhai,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Sylhet,Habiganj,Madhabpur,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Sylhet,Habiganj,Nabiganj,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Sylhet,Sunamganj,Bishwamvarpur,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Sylhet,Sunamganj,Chhatak,Semi-Urban,Industrial GT,Industry,Industrial Worker / Blue-Collar,"Biscuits, noodles, low-cost beverages, soaps, mosquito coil",B
Sylhet,Sunamganj,Derai,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Sylhet,Sunamganj,Dharampasha,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Sylhet,Sunamganj,Dowarabazar,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Sylhet,Sunamganj,Jagannathpur,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Sylhet,Sunamganj,Jamalganj,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Sylhet,Sunamganj,Sulla,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Sylhet,Sunamganj,Sunamganj Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Sylhet,Sunamganj,Tahirpur,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Sylhet,Sunamganj,Shalla,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Barishal,Barishal Sadar,Urban,Mixed (GT+MT),Services,Premium Urban Consumer,"Personal care, packaged food, beverages, household care",A
Barishal,Barishal,Airport,Urban,General Trade,Services,Urban GT Shopper,"Packaged food, beverages, personal care, household",A
Barishal,Barishal,Banaripara,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Barishal,Babuganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Barishal,Barishal,Bakerganj,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Barishal,Belhara,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Barishal,Barishal,Gaurnadi,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Barishal,Barishal,Hizla,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Barishal,Mehendiganj,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Barishal,Muladi,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Barishal,Wazirpur,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Barishal,Bhola,Bhola Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Barishal,Bhola,Burhanuddin,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Bhola,Char Fasson,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Bhola,Daulatkhan,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Bhola,Lalmohan,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Bhola,Manpura,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Bhola,Tazumuddin,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Patuakhali,Bauphal,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Patuakhali,Dashmina,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Patuakhali,Dumki,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Barishal,Patuakhali,Galachipa,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Patuakhali,Kalapara,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Patuakhali,Mirzaganj,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Patuakhali,Patuakhali Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Barishal,Patuakhali,Rangabali,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Pirojpur,Bhandaria,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Pirojpur,Kawkhali,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Barishal,Pirojpur,Mathbaria,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Pirojpur,Nazirpur,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Pirojpur,Nesarabad,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Barishal,Pirojpur,Pirojpur Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Barishal,Pirojpur,Zianagar,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Jhalokati,Jhalokati Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Barishal,Jhalokati,Kathalia,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Barishal,Jhalokati,Nalchity,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Barishal,Jhalokati,Rajapur,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Barishal,Barguna,Amtali,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Barguna,Bamna,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Barguna,Barguna Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Barishal,Barguna,Betagi,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Barishal,Barguna,Pathorghata,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Barishal,Barguna,Taltali,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Rangpur,Rangpur,Rangpur Sadar,Semi-Urban,Mixed (GT+MT),Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Rangpur,Rangpur,Badarganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Rangpur,Gangachara,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Rangpur,Kaunia,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Rangpur,Mithapukur,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Rangpur,Pirgachha,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Rangpur,Pirganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Rangpur,Taraganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Dinajpur,Birampur,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Dinajpur,Birganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Dinajpur,Biral,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Dinajpur,Bochaganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Dinajpur,Chirirbandar,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Dinajpur,Dinajpur Sadar,Semi-Urban,Mixed (GT+MT),Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Rangpur,Dinajpur,Fulbari,Semi-Urban,Industrial GT,Industry,Industrial Worker / Blue-Collar,"Biscuits, noodles, low-cost beverages, soaps, mosquito coil",B
Rangpur,Dinajpur,Ghoraghat,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Dinajpur,Hakimpur,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Dinajpur,Kaharole,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Dinajpur,Khansama,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Dinajpur,Nawabganj,Rural,General Trade,Agriculture,Agri-Surplus Rural Consumer,"Biscuits, soap, hair oil, beverages, noodles",B
Rangpur,Dinajpur,Parbatipur,Semi-Urban,General Trade,Industry,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Rangpur,Gaibandha,Fulchhari,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Rangpur,Gaibandha,Gaibandha Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Rangpur,Gaibandha,Gobindaganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Gaibandha,Palashbari,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Gaibandha,Sadullapur,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Gaibandha,Saghata,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Rangpur,Gaibandha,Sundarganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Kurigram,Bhurungamari,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Rangpur,Kurigram,Char Rajibpur,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Rangpur,Kurigram,Chilmari,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Rangpur,Kurigram,Kurigram Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Rangpur,Kurigram,Nageshwari,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Kurigram,Phulbari,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Kurigram,Rajarhat,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Kurigram,Raumari,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Rangpur,Kurigram,Ulipur,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Rangpur,Lalmonirhat,Aditmari,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Lalmonirhat,Hatibandha,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Lalmonirhat,Kaliganj,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Rangpur,Lalmonirhat,Patgram,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Nilphamari,Dimla,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Nilphamari,Domar,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Nilphamari,Jaldhaka,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Nilphamari,Kishoreganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Nilphamari,Nilphamari Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Rangpur,Nilphamari,Saidpur,Semi-Urban,Mixed (GT+MT),Industry,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Rangpur,Panchagarh,Atwari,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Panchagarh,Boda,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Rangpur,Panchagarh,Debiganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Panchagarh,Panchagarh Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Rangpur,Panchagarh,Tetulia,Rural,General Trade,Agriculture,Tea Belt Rural Consumer,"Tea, biscuits, soaps, hair oil, noodles",B
Rangpur,Thakurgaon,Baliadangi,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Thakurgaon,Haripur,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Thakurgaon,Pirganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Thakurgaon,Ranisankail,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Rangpur,Thakurgaon,Thakurgaon Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Mymensingh,Mymensingh,Bhaluka,Semi-Urban,Industrial GT,Industry,Industrial Worker / Blue-Collar,"Biscuits, noodles, low-cost beverages, soaps, mosquito coil",B
Mymensingh,Mymensingh,Dhobaura,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Mymensingh,Fulbaria,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Mymensingh,Gaffargaon,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Mymensingh,Gauripur,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Mymensingh,Haluaghat,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Mymensingh,Mymensingh,Ishwarganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Mymensingh,Muktagachha,Semi-Urban,General Trade,Agriculture,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Mymensingh,Mymensingh,Mymensingh Sadar,Semi-Urban,Mixed (GT+MT),Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Mymensingh,Mymensingh,Nandail,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Mymensingh,Phulpur,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Mymensingh,Trishal,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Mymensingh,Tarakanda,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Jamalpur,Bakshiganj,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Mymensingh,Jamalpur,Dewanganj,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Mymensingh,Jamalpur,Islampur,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Jamalpur,Jamalpur Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Mymensingh,Jamalpur,Madarganj,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Jamalpur,Melandaha,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Jamalpur,Sarishabari,Semi-Urban,General Trade,Industry,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Mymensingh,Netrokona,Atpara,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Netrokona,Barhatta,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Netrokona,Durgapur,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Mymensingh,Netrokona,Kalmakanda,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
